N_1._tr|B4IC01|B4IC01_DROSE	GO:0003723	GO:0003723
N_5813._tr|B4HZ22|B4HZ22_DROSE	
N_5814._tr|B4IG43|B4IG43_DROSE	
N_5815._tr|B4HYH6|B4HYH6_DROSE	
N_5816._tr|B4HG95|B4HG95_DROSE	GO:0006629
N_5817._tr|B4IBP8|B4IBP8_DROSE	GO:0005515
N_5818._tr|B4IGR5|B4IGR5_DROSE	
N_5819._tr|B4I1S7|B4I1S7_DROSE	GO:0008061	GO:0005576
N_5820._tr|B4HUX7|B4HUX7_DROSE	GO:0042254
N_5821._tr|B4HQL7|B4HQL7_DROSE	GO:0070006	GO:0006508	GO:0070006	GO:0006508
N_5822._tr|B4I742|B4I742_DROSE	GO:0022857	GO:0055085
N_5823._tr|B4HK64|B4HK64_DROSE	GO:0046872	GO:0008270	GO:0061630	GO:0097602	GO:0031145	GO:0005680	GO:0046872
N_5824._tr|B4ICF1|B4ICF1_DROSE	GO:0004190	GO:0016021
N_5825._tr|B4HIH1|B4HIH1_DROSE	GO:0007165
N_5826._tr|B4IMK6|B4IMK6_DROSE	
N_5827._tr|B4I215|B4I215_DROSE	
N_5828._tr|B4HKA3|B4HKA3_DROSE	
N_5829._tr|B4ICL6|B4ICL6_DROSE	GO:0046983
N_5830._tr|B4HV18|B4HV18_DROSE	GO:0003779	GO:0016043	GO:0003779	GO:0031267	GO:0030036
N_5831._tr|B4HKQ3|B4HKQ3_DROSE	
N_5832._tr|B4II04|B4II04_DROSE	GO:0003677	GO:0006355	GO:0003677
N_5833._tr|B4HHF3|B4HHF3_DROSE	GO:0008081	GO:0006629	GO:2001070
N_5834._tr|B4HZ66|B4HZ66_DROSE	GO:0008237	GO:0008270
N_5835._tr|B4INN8|B4INN8_DROSE	GO:0016779	GO:0016779
N_5836._tr|B4HN21|B4HN21_DROSE	GO:0008270	GO:0005634
N_5837._tr|B4HTE6|B4HTE6_DROSE	
N_5838._tr|B4I7W6|B4I7W6_DROSE	GO:0004252	GO:0006508
N_5839._tr|B4I318|B4I318_DROSE	GO:0004867
N_5840._tr|B4I492|B4I492_DROSE	GO:0003924	GO:0005525	GO:0005525
N_5841._tr|B4IM30|B4IM30_DROSE	GO:0016747
N_5842._tr|B4HQU1|B4HQU1_DROSE	GO:0003677	GO:0006355	GO:0003677
N_5843._tr|B4HL54|B4HL54_DROSE	GO:0008061	GO:0005576
N_5844._tr|B4HSW0|B4HSW0_DROSE	GO:0006914
N_5845._tr|B4HZB1|B4HZB1_DROSE	GO:0000287	GO:0004721	GO:0030145	GO:0004722
N_5846._tr|B4HV33|B4HV33_DROSE	GO:0003723
N_5847._tr|B4IKY1|B4IKY1_DROSE	GO:0004623	GO:0006644	GO:0050482
N_5848._tr|B4IBU0|B4IBU0_DROSE	
N_5849._tr|B4I4C7|B4I4C7_DROSE	
N_5850._tr|B4I3N4|B4I3N4_DROSE	GO:0008270
N_5851._tr|B4HE77|B4HE77_DROSE	
N_5852._tr|B4I9F4|B4I9F4_DROSE	GO:0046872
N_5853._tr|B4I7H5|B4I7H5_DROSE	GO:0006511	GO:0019773	GO:0051603	GO:0005839
N_5854._tr|B4IQ27|B4IQ27_DROSE	GO:0006508
N_5855._tr|B4HXR0|B4HXR0_DROSE	GO:0005634
N_5856._tr|B4HNB3|B4HNB3_DROSE	
N_5857._tr|B4HPP3|B4HPP3_DROSE	
N_5858._tr|B4HUB9|B4HUB9_DROSE	GO:0003677
N_5859._tr|B4HPF6|B4HPF6_DROSE	GO:0016491	GO:0016491
N_5860._tr|B4HZU9|B4HZU9_DROSE	GO:0004252	GO:0006508
N_5861._tr|B4IIV6|B4IIV6_DROSE	GO:0003684	GO:0006289	GO:0043161	GO:0005515
N_5862._tr|B4I709|B4I709_DROSE	GO:0016758	GO:0006486	GO:0016020	GO:0016757	GO:0016020
N_5863._tr|B4I4N5|B4I4N5_DROSE	GO:0004810	GO:0016437
N_5864._tr|B4IBP4|B4IBP4_DROSE	
N_5865._tr|B4I095|B4I095_DROSE	GO:0008270
N_5866._tr|B4HV77|B4HV77_DROSE	
N_5867._tr|B4IH77|B4IH77_DROSE	GO:0005515	GO:0006749	GO:0005515	GO:0006749	GO:0005515	GO:0006749
N_5868._tr|B4HRW1|B4HRW1_DROSE	
N_5869._tr|B4HLB4|B4HLB4_DROSE	GO:0045454	GO:0016491	GO:0071949
N_5870._tr|B4HFD4|B4HFD4_DROSE	GO:0003723	GO:0003723
N_5871._tr|B4HL28|B4HL28_DROSE	GO:0016538
N_5872._tr|B4HVY8|B4HVY8_DROSE	GO:0007154	GO:0016020
N_5873._tr|B4HJU7|B4HJU7_DROSE	GO:0005525
N_5874._tr|B4HVT7|B4HVT7_DROSE	GO:0004252	GO:0016021	GO:0005509	GO:0005509
N_5875._tr|B4HVL4|B4HVL4_DROSE	
N_5876._tr|A0A175ETM7|A0A175ETM7_DROSE	GO:0015074
N_5877._tr|B3U0W8|B3U0W8_DROSE	
N_5878._tr|B4IDI4|B4IDI4_DROSE	GO:0016747
N_5879._tr|B4IF32|B4IF32_DROSE	GO:0007165	GO:0003924	GO:0005525
N_5880._tr|B4IHH1|B4IHH1_DROSE	
N_5881._tr|B4HLX9|B4HLX9_DROSE	GO:0015116	GO:0008272	GO:0016021
N_5882._tr|B4IK34|B4IK34_DROSE	GO:0008270	GO:0005634
N_5883._tr|B4HS23|B4HS23_DROSE	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_5884._tr|B4HDU9|B4HDU9_DROSE	GO:0005524	GO:0140658
N_5885._tr|B4HVX7|B4HVX7_DROSE	
N_5886._tr|B4IJF7|B4IJF7_DROSE	GO:0003700	GO:0043565	GO:0006355
N_5887._tr|B4I8X8|B4I8X8_DROSE	GO:0004499	GO:0050660	GO:0050661	GO:0016491	GO:0016491	GO:0071949
N_5888._tr|B4HRJ8|B4HRJ8_DROSE	
N_5889._tr|B4HG72|B4HG72_DROSE	
N_5890._tr|B4HKD0|B4HKD0_DROSE	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_5891._tr|B4HTQ9|B4HTQ9_DROSE	
N_5892._tr|B4IIX6|B4IIX6_DROSE	GO:0005515	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468	GO:0005515
N_5893._tr|B4I7R7|B4I7R7_DROSE	GO:0004252	GO:0006508
N_5894._tr|B4HTI7|B4HTI7_DROSE	GO:0000340	GO:0003729	GO:0003723	GO:0004535	GO:0046872	GO:0006402	GO:0005634	GO:0005737	GO:0003676
N_5895._tr|B4IJM8|B4IJM8_DROSE	GO:0004553	GO:0005975
N_5896._tr|B4HIG8|B4HIG8_DROSE	
N_5897._tr|B4HS35|B4HS35_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5898._tr|B4HMH9|B4HMH9_DROSE	GO:0005085
N_5899._tr|B4HMW8|B4HMW8_DROSE	
N_5900._tr|B4I7L2|B4I7L2_DROSE	
N_5901._tr|B4HPH7|B4HPH7_DROSE	GO:0004674	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5902._tr|B4IF69|B4IF69_DROSE	
N_5903._tr|B4IL98|B4IL98_DROSE	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_5904._tr|B4HZL5|B4HZL5_DROSE	GO:0003697	GO:0005524	GO:0006281
N_5905._tr|B4IJH0|B4IJH0_DROSE	
N_5906._tr|B4INJ9|B4INJ9_DROSE	GO:0006629
N_5907._tr|B4IKB9|B4IKB9_DROSE	
N_5908._sp|B4HUE4|SHEP_DROSE	GO:0003723
N_5909._tr|B4HPS2|B4HPS2_DROSE	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_5910._tr|B4HVU9|B4HVU9_DROSE	GO:0003824	GO:0009058
N_5911._tr|B4HMH1|B4HMH1_DROSE	GO:0007165	GO:0004867
N_5912._tr|B4I2R0|B4I2R0_DROSE	
N_5913._tr|B4HWH2|B4HWH2_DROSE	
N_5914._sp|B4IMQ8|EIF3J_DROSE	GO:0003743	GO:0005737	GO:0005852
N_5915._tr|B4ICF3|B4ICF3_DROSE	
N_5916._tr|B4I801|B4I801_DROSE	
N_5917._tr|B4HNT9|B4HNT9_DROSE	GO:0006606	GO:0043093	GO:0090529	GO:0005737
N_5918._tr|B4HE89|B4HE89_DROSE	
N_5919._tr|B4HQV8|B4HQV8_DROSE	GO:0003774	GO:0005524	GO:0016459	GO:0005515
N_5920._tr|B4HFT3|B4HFT3_DROSE	GO:0016671
N_5921._tr|B4IH76|B4IH76_DROSE	
N_5922._tr|B4IHG7|B4IHG7_DROSE	GO:0003755	GO:0000413
N_5923._tr|B4ID23|B4ID23_DROSE	GO:0005515	GO:0005096	GO:0008270
N_5924._tr|B4IAY2|B4IAY2_DROSE	GO:0004984	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0016021
N_5925._tr|B4IPM1|B4IPM1_DROSE	GO:0003677	GO:0071821	GO:0006352
N_5926._tr|B4I8Z0|B4I8Z0_DROSE	GO:0008289
N_5927._tr|B4I0U7|B4I0U7_DROSE	
N_5928._tr|B4HJL5|B4HJL5_DROSE	
N_5929._tr|B4IPR7|B4IPR7_DROSE	
N_5930._tr|B4HDY4|B4HDY4_DROSE	
N_5931._tr|B4I214|B4I214_DROSE	GO:0005515
N_5932._tr|B4HK07|B4HK07_DROSE	GO:0005515	GO:0005515
N_5933._tr|B4I8S3|B4I8S3_DROSE	GO:0003824	GO:0009116
N_5934._tr|B4HLV5|B4HLV5_DROSE	
N_5935._tr|B4HGU2|B4HGU2_DROSE	GO:0022857	GO:0055085
N_5936._tr|B4IE93|B4IE93_DROSE	GO:0003924	GO:0005525	GO:0005525
N_5937._tr|B4I2Z0|B4I2Z0_DROSE	
N_5938._tr|B4ILA1|B4ILA1_DROSE	GO:0004252	GO:0006508
N_5939._tr|B4I4Q4|B4I4Q4_DROSE	GO:0005543
N_5940._tr|B4IKF0|B4IKF0_DROSE	GO:0005515
N_5941._tr|B4ID65|B4ID65_DROSE	
N_5942._tr|B4I330|B4I330_DROSE	GO:0005198	GO:0019028	GO:0019031
N_5943._tr|B4HXG5|B4HXG5_DROSE	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_5944._tr|B4IF62|B4IF62_DROSE	
N_5945._tr|B4HGI6|B4HGI6_DROSE	GO:0000166	GO:0004812	GO:0005524	GO:0006418
N_5946._tr|B4IPY6|B4IPY6_DROSE	GO:0005515	GO:0018024	GO:0005634
N_5947._tr|B4HFA6|B4HFA6_DROSE	
N_5948._tr|B4HVK4|B4HVK4_DROSE	
N_5949._tr|B4ICU1|B4ICU1_DROSE	GO:0016409
N_5950._tr|B4HQC8|B4HQC8_DROSE	
N_5951._tr|B4INX4|B4INX4_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5952._tr|B4HPA3|B4HPA3_DROSE	
N_5953._tr|B4HG28|B4HG28_DROSE	
N_5954._tr|B4I6G5|B4I6G5_DROSE	GO:0016830	GO:0030170	GO:0019752
N_5955._tr|B4I3C7|B4I3C7_DROSE	GO:0003676	GO:0005524	GO:0004386
N_5956._tr|B4HKA5|B4HKA5_DROSE	
N_5957._tr|B4IB90|B4IB90_DROSE	
N_5958._tr|B4IB97|B4IB97_DROSE	
N_5959._tr|B4ILF0|B4ILF0_DROSE	
N_5960._tr|B4IMD4|B4IMD4_DROSE	
N_5961._tr|B4HJ18|B4HJ18_DROSE	
N_5962._tr|B4HVF1|B4HVF1_DROSE	GO:0003723	GO:0003724	GO:0005524	GO:0005634	GO:0003676	GO:0005524
N_5963._tr|B4IC35|B4IC35_DROSE	
N_5964._tr|B4HZ44|B4HZ44_DROSE	
N_5965._tr|B4IGX8|B4IGX8_DROSE	GO:0016746
N_5966._tr|B4HQS3|B4HQS3_DROSE	
N_5967._tr|B4IBN2|B4IBN2_DROSE	GO:0003677
N_5968._tr|B4HN52|B4HN52_DROSE	
N_5969._tr|B4HQX0|B4HQX0_DROSE	GO:0030431	GO:0032222	GO:1903818
N_5970._tr|B4HR29|B4HR29_DROSE	
N_5971._tr|B4HTN8|B4HTN8_DROSE	GO:0004722
N_5972._tr|B4IMG1|B4IMG1_DROSE	
N_5973._tr|B4IKK9|B4IKK9_DROSE	GO:0022857	GO:0055085
N_5974._tr|B4HND8|B4HND8_DROSE	
N_5975._tr|B4IIF7|B4IIF7_DROSE	GO:0016020
N_5976._tr|B4HYY1|B4HYY1_DROSE	
N_5977._sp|B4HR35|ASNA_DROSE	GO:0043531
N_5978._tr|B2ZIC8|B2ZIC8_DROSE	
N_5979._tr|B4HVT3|B4HVT3_DROSE	
N_5980._tr|B4HSD1|B4HSD1_DROSE	GO:0004252	GO:0006508
N_5981._tr|B4I2H5|B4I2H5_DROSE	GO:0004252	GO:0006508
N_5982._tr|B4HRL7|B4HRL7_DROSE	GO:0005509	GO:0005515
N_5983._tr|B4INV2|B4INV2_DROSE	GO:0003735	GO:0006412	GO:0005840
N_5984._tr|B4I282|B4I282_DROSE	
N_5985._tr|B4HJ87|B4HJ87_DROSE	
N_5986._tr|B4HWD2|B4HWD2_DROSE	
N_5987._tr|B4HS60|B4HS60_DROSE	
N_5988._tr|B4HUH7|B4HUH7_DROSE	
N_5989._tr|B4HPK6|B4HPK6_DROSE	GO:0005515
N_5990._tr|B4HLB3|B4HLB3_DROSE	GO:0003712	GO:0006357	GO:0016592
N_5991._tr|B4IK29|B4IK29_DROSE	
N_5992._tr|B4HQG0|B4HQG0_DROSE	GO:0016021
N_5993._tr|B4HHP0|B4HHP0_DROSE	GO:0004222	GO:0006508
N_5994._tr|B4HEW6|B4HEW6_DROSE	GO:0006351
N_5995._tr|B4HLK6|B4HLK6_DROSE	
N_5996._tr|B4IAL8|B4IAL8_DROSE	
N_5997._tr|B4I2Y2|B4I2Y2_DROSE	GO:0022857	GO:0055085	GO:0016021
N_5998._tr|A4KCS3|A4KCS3_DROSE	GO:0050909	GO:0016021
N_5999._tr|B4I2S1|B4I2S1_DROSE	GO:0008270
N_6000._tr|B4HRA9|B4HRA9_DROSE	
N_6001._tr|B4I4L0|B4I4L0_DROSE	GO:0003677
N_6002._tr|B4I9K0|B4I9K0_DROSE	
N_6003._tr|B4HE85|B4HE85_DROSE	
N_6004._sp|P29868|NU2M_DROSE	GO:0008137	GO:0006120
N_6005._tr|B4HHE6|B4HHE6_DROSE	
N_6006._tr|B4IBD5|B4IBD5_DROSE	GO:0004984	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0016021
N_6007._tr|B4HEA1|B4HEA1_DROSE	GO:0005524
N_6008._tr|B4HZB8|B4HZB8_DROSE	GO:0005272	GO:0006814	GO:0016020
N_6009._tr|B4IC63|B4IC63_DROSE	GO:0003677	GO:0006260
N_6010._tr|B4IFQ2|B4IFQ2_DROSE	
N_6011._tr|B4HLY6|B4HLY6_DROSE	GO:0004252	GO:0006508
N_6012._tr|B4I3I1|B4I3I1_DROSE	
N_6013._tr|B4HM07|B4HM07_DROSE	GO:0005515
N_6014._tr|B4HYG2|B4HYG2_DROSE	GO:0046872	GO:0008270
N_6015._tr|B4HYE4|B4HYE4_DROSE	GO:0005615	GO:0004866	GO:0005515	GO:0005576	GO:0004866
N_6016._tr|B4I8R0|B4I8R0_DROSE	GO:0003677
N_6017._tr|B4I8D0|B4I8D0_DROSE	GO:0072546
N_6018._tr|B4I9B4|B4I9B4_DROSE	
N_6019._tr|B4IFN7|B4IFN7_DROSE	GO:0005515
N_6020._tr|B4IQL2|B4IQL2_DROSE	GO:0003677
N_6021._tr|B4HJL0|B4HJL0_DROSE	
N_6022._tr|B4I502|B4I502_DROSE	
N_6023._tr|B4HJJ2|B4HJJ2_DROSE	
N_6024._tr|B4HTK9|B4HTK9_DROSE	GO:0003677	GO:0005515
N_6025._tr|B4HYB1|B4HYB1_DROSE	GO:0005515
N_6026._tr|B4HJX3|B4HJX3_DROSE	
N_6027._tr|B4I183|B4I183_DROSE	GO:0055085	GO:0016021
N_6028._tr|B4HW26|B4HW26_DROSE	GO:0016020
N_6029._tr|B4IHD3|B4IHD3_DROSE	
N_6030._tr|B4HT25|B4HT25_DROSE	
N_6031._tr|B4I860|B4I860_DROSE	GO:0003723
N_6032._tr|B4IE68|B4IE68_DROSE	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_6033._tr|B4HHL1|B4HHL1_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_6034._tr|B4HZT8|B4HZT8_DROSE	GO:0004656	GO:0005783
N_6035._tr|B4HXF9|B4HXF9_DROSE	GO:0004553
N_6036._tr|B4HV84|B4HV84_DROSE	GO:0005515
N_6037._tr|B4I6Q1|B4I6Q1_DROSE	GO:0001700	GO:0007259
N_6038._tr|B4HQB2|B4HQB2_DROSE	GO:0046873	GO:0030001	GO:0055085	GO:0016020
N_6039._tr|B4IAV4|B4IAV4_DROSE	
N_6040._tr|B4HSD3|B4HSD3_DROSE	GO:0004252	GO:0006508
N_6041._tr|B4HUE0|B4HUE0_DROSE	GO:0019915	GO:0005789
N_6042._tr|B4I9A5|B4I9A5_DROSE	
N_6043._tr|B4IJE2|B4IJE2_DROSE	
N_6044._tr|B4IC31|B4IC31_DROSE	GO:0004222	GO:0006508	GO:0006508
N_6045._tr|B4HPP1|B4HPP1_DROSE	GO:0006122	GO:0005750
N_6046._tr|B4HHP4|B4HHP4_DROSE	
N_6047._tr|B4IQM5|B4IQM5_DROSE	
N_6048._tr|B4HWG0|B4HWG0_DROSE	
N_6049._tr|B4HP68|B4HP68_DROSE	GO:0003735	GO:0006412	GO:0005840
N_6050._tr|B4HK72|B4HK72_DROSE	GO:0006464	GO:0015031
N_6051._tr|B4IAH6|B4IAH6_DROSE	
N_6052._tr|B4HWZ5|B4HWZ5_DROSE	GO:0003735	GO:0019843	GO:0006412	GO:0005840
N_6053._tr|B4ILZ7|B4ILZ7_DROSE	GO:0003677	GO:0006334	GO:0000786
N_6054._tr|B4IBE3|B4IBE3_DROSE	
N_6055._tr|B4HEX3|B4HEX3_DROSE	GO:0090560	GO:0017183
N_6056._tr|B4I1L3|B4I1L3_DROSE	GO:0016020
N_6057._tr|B4I5F4|B4I5F4_DROSE	GO:0016747	GO:0008080
N_6058._tr|B4HDV4|B4HDV4_DROSE	
N_6059._tr|B4HRS1|B4HRS1_DROSE	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_6060._tr|B4IL31|B4IL31_DROSE	GO:0003824	GO:0003676
N_6061._tr|B4HLW7|B4HLW7_DROSE	
N_6062._tr|B4IKP3|B4IKP3_DROSE	
N_6063._tr|B4IIL4|B4IIL4_DROSE	
N_6064._tr|B4IA39|B4IA39_DROSE	
N_6065._tr|B4HTT0|B4HTT0_DROSE	GO:0016298
N_6066._tr|B4I3J8|B4I3J8_DROSE	
N_6067._tr|B4HSI3|B4HSI3_DROSE	GO:0022857	GO:0055085
N_6068._tr|B4HP45|B4HP45_DROSE	GO:0005515
N_6069._tr|B4HTN6|B4HTN6_DROSE	GO:0003743	GO:0006413
N_6070._tr|B4HUN9|B4HUN9_DROSE	GO:0003714	GO:0006351
N_6071._tr|B4IFL3|B4IFL3_DROSE	GO:0003824
N_6072._tr|B4HLA7|B4HLA7_DROSE	GO:0006820	GO:0016021	GO:0008509	GO:0006820	GO:0016021
N_6073._tr|B4HY69|B4HY69_DROSE	
N_6074._tr|B4HVX3|B4HVX3_DROSE	
N_6075._tr|B4IDB1|B4IDB1_DROSE	
N_6076._tr|B4II89|B4II89_DROSE	GO:0004930	GO:0007186	GO:0016021
N_6077._tr|B4HJP9|B4HJP9_DROSE	
N_6078._tr|B4HQV0|B4HQV0_DROSE	
N_6079._tr|B4IF55|B4IF55_DROSE	
N_6080._tr|B4I5R7|B4I5R7_DROSE	GO:0016830	GO:0030170	GO:0019752	GO:0016829	GO:0006520
N_6081._tr|B4I395|B4I395_DROSE	GO:0003723
N_6082._tr|B4IQS6|B4IQS6_DROSE	GO:0016757	GO:0016021
N_6083._tr|B4I6L4|B4I6L4_DROSE	
N_6084._tr|B4I0Y9|B4I0Y9_DROSE	GO:0031419	GO:0015889	GO:0003824
N_6085._tr|B4HHJ2|B4HHJ2_DROSE	
N_6086._tr|B4HTK5|B4HTK5_DROSE	GO:0003677	GO:0005515
N_6087._tr|B4HDS6|B4HDS6_DROSE	
N_6088._tr|B4IIQ6|B4IIQ6_DROSE	GO:0005758
N_6089._tr|B4HQI8|B4HQI8_DROSE	GO:0005815
N_6090._tr|B4HEB6|B4HEB6_DROSE	
N_6091._tr|B4HNT6|B4HNT6_DROSE	GO:0004222	GO:0006508
N_6092._tr|B4I4B0|B4I4B0_DROSE	GO:0005549
N_6093._tr|B4IFP0|B4IFP0_DROSE	GO:0006813	GO:0006814	GO:0005890
N_6094._tr|B4HUJ5|B4HUJ5_DROSE	
N_6095._tr|B4IB21|B4IB21_DROSE	
N_6096._tr|B4I890|B4I890_DROSE	
N_6097._tr|B4HUM0|B4HUM0_DROSE	
N_6098._tr|Q6RC85|Q6RC85_DROSE	
N_6099._tr|B4HP62|B4HP62_DROSE	
N_6100._tr|B4IHX3|B4IHX3_DROSE	GO:0016591
N_6101._tr|B4IID7|B4IID7_DROSE	
N_6102._tr|B4IA02|B4IA02_DROSE	GO:0140359	GO:0016020
N_6103._tr|B4I7N6|B4I7N6_DROSE	
N_6104._tr|B4I7N3|B4I7N3_DROSE	GO:0120013	GO:0120009	GO:0005737
N_6105._tr|B4HFX9|B4HFX9_DROSE	GO:0046907
N_6106._tr|B4HVA5|B4HVA5_DROSE	GO:0008745	GO:0009253
N_6107._tr|B4HR13|B4HR13_DROSE	
N_6108._tr|B4HN88|B4HN88_DROSE	
N_6109._tr|B4I996|B4I996_DROSE	GO:0016491
N_6110._tr|B4I010|B4I010_DROSE	GO:0003700	GO:0006355
N_6111._tr|B4III7|B4III7_DROSE	
N_6112._tr|B4HJT0|B4HJT0_DROSE	GO:0003854	GO:0016616	GO:0006694
N_6113._tr|B4IC29|B4IC29_DROSE	
N_6114._tr|B4I4H5|B4I4H5_DROSE	
N_6115._tr|B4I077|B4I077_DROSE	GO:0005515
N_6116._tr|B4HUE1|B4HUE1_DROSE	GO:0000166	GO:0004813	GO:0005524	GO:0006419	GO:0004812	GO:0005524	GO:0043039
N_6117._tr|B4HNY5|B4HNY5_DROSE	GO:0000398	GO:0000398	GO:0003723	GO:0005515	GO:0070122	GO:0140492	GO:0017070	GO:0030623
N_6118._tr|B4I8P6|B4I8P6_DROSE	GO:0008270	GO:0005634
N_6119._tr|B4HLY7|B4HLY7_DROSE	GO:0016491	GO:0016491	GO:0046872	GO:0016491
N_6120._tr|B4IJA2|B4IJA2_DROSE	GO:0003735	GO:0006412	GO:0005840
N_6121._tr|B4HRI6|B4HRI6_DROSE	GO:0016021
N_6122._tr|A0A0H3XWE5|A0A0H3XWE5_DROSE	
N_6123._tr|B4IH59|B4IH59_DROSE	
N_6124._tr|B4HRL0|B4HRL0_DROSE	
N_6125._tr|B4IFY4|B4IFY4_DROSE	GO:0008081	GO:0006629	GO:2001070
N_6126._tr|B4I4F0|B4I4F0_DROSE	GO:0003700	GO:0008270	GO:0043565	GO:0006355
N_6127._tr|B4HNP2|B4HNP2_DROSE	
N_6128._tr|B4I9E6|B4I9E6_DROSE	
N_6129._tr|B4ILA3|B4ILA3_DROSE	
N_6130._tr|B4IJ32|B4IJ32_DROSE	
N_6131._tr|B4HVN5|B4HVN5_DROSE	
N_6132._tr|B4HMB8|B4HMB8_DROSE	
N_6133._sp|B4HWD7|ZGPAT_DROSE	GO:0003676
N_6134._tr|B4HJJ7|B4HJJ7_DROSE	GO:0005515	GO:0006749	GO:0005515	GO:0006749	GO:0005515	GO:0006749
N_6135._tr|B4HTR8|B4HTR8_DROSE	GO:0007275	GO:0009966	GO:0016020
N_6136._tr|B4HI11|B4HI11_DROSE	GO:0005524
N_6137._tr|B4INZ5|B4INZ5_DROSE	GO:0000287	GO:0004721	GO:0030145	GO:0004722
N_6138._tr|B4IHZ2|B4IHZ2_DROSE	GO:0005509	GO:0005509	GO:0005515	GO:0005509	GO:0005509	GO:0005509
N_6139._tr|B4IAY5|B4IAY5_DROSE	
N_6140._tr|B4HTZ8|B4HTZ8_DROSE	
N_6141._tr|B4I4Y8|B4I4Y8_DROSE	GO:0008531	GO:0009231
N_6142._tr|B4I4S9|B4I4S9_DROSE	GO:0005515
N_6143._tr|B4IB38|B4IB38_DROSE	GO:0008483	GO:0030170
N_6144._tr|B4HZC8|B4HZC8_DROSE	GO:0005179	GO:0046008	GO:0005576
N_6145._tr|B4I678|B4I678_DROSE	GO:0005549
N_6146._tr|B4IFZ5|B4IFZ5_DROSE	
N_6147._tr|B4HUB0|B4HUB0_DROSE	GO:0005524	GO:0016887	GO:0008569	GO:0007018	GO:0030286	GO:0005524	GO:0016887
N_6148._tr|B4HRI8|B4HRI8_DROSE	GO:0022857	GO:0055085	GO:0016021	GO:0015098	GO:0015689	GO:0016021	GO:0022857	GO:0055085
N_6149._tr|B4IL88|B4IL88_DROSE	GO:0005515	GO:0005515	GO:0005515
N_6150._tr|B4HI92|B4HI92_DROSE	GO:0008061	GO:0005576
N_6151._tr|B4IIZ9|B4IIZ9_DROSE	GO:0005515	GO:0003723	GO:0005515
N_6152._tr|B4HJY1|B4HJY1_DROSE	GO:0001401
N_6153._tr|A0A8F4TL09|A0A8F4TL09_DROSE	GO:0016020
N_6154._tr|B4HTY9|B4HTY9_DROSE	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_6155._tr|B4IKZ6|B4IKZ6_DROSE	GO:0051536	GO:0016491	GO:0016491	GO:0016651	GO:0051536
N_6156._tr|B4HRC8|B4HRC8_DROSE	
N_6157._tr|B4HLT5|B4HLT5_DROSE	
N_6158._tr|B4HM68|B4HM68_DROSE	GO:0016972
N_6159._tr|B4ICN0|B4ICN0_DROSE	
N_6160._tr|B4HXY8|B4HXY8_DROSE	
N_6161._tr|B4HX27|B4HX27_DROSE	GO:0051287	GO:0016616	GO:0051287
N_6162._tr|B4HU12|B4HU12_DROSE	GO:0003352
N_6163._tr|B4IFW4|B4IFW4_DROSE	GO:0097573
N_6164._tr|B4HEV4|B4HEV4_DROSE	GO:0007283	GO:0035092
N_6165._tr|B4HU46|B4HU46_DROSE	GO:0051536
N_6166._tr|B4I7U7|B4I7U7_DROSE	
N_6167._tr|B4HSY2|B4HSY2_DROSE	
N_6168._tr|B4IBX8|B4IBX8_DROSE	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_6169._tr|B4HWK3|B4HWK3_DROSE	GO:0061575	GO:0016533
N_6170._tr|B4HXT0|B4HXT0_DROSE	GO:0008168	GO:0032259
N_6171._tr|B4I0K9|B4I0K9_DROSE	GO:0004222	GO:0006508
N_6172._tr|B4HY82|B4HY82_DROSE	GO:0005856	GO:0003774	GO:0005524	GO:0016459	GO:0005515
N_6173._tr|B4IDR1|B4IDR1_DROSE	
N_6174._tr|B4HXU7|B4HXU7_DROSE	
N_6175._tr|B4IHT0|B4IHT0_DROSE	GO:0004252	GO:0006508
N_6176._tr|B4II92|B4II92_DROSE	GO:0004222	GO:0006508	GO:0006508
N_6177._tr|B4HNE9|B4HNE9_DROSE	GO:0005549
N_6178._tr|B4HG73|B4HG73_DROSE	GO:0005337	GO:1901642	GO:0016021
N_6179._tr|B4HF86|B4HF86_DROSE	GO:0005524	GO:0016887
N_6180._tr|B4I1T2|B4I1T2_DROSE	
N_6181._tr|B4I5Q6|B4I5Q6_DROSE	GO:0004722	GO:0005515	GO:0005515
