N_1._tr|A0A0J9RCZ1|A0A0J9RCZ1_DROSI	
N_10933._tr|A0A0J9RCZ2|A0A0J9RCZ2_DROSI	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_10934._tr|A0A3Q7YMT4|A0A3Q7YMT4_DROSI	
N_10935._tr|A0A0J9QW32|A0A0J9QW32_DROSI	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_10936._tr|B4QUP9|B4QUP9_DROSI	
N_10937._tr|B4Q3I9|B4Q3I9_DROSI	
N_10938._tr|B4Q7W3|B4Q7W3_DROSI	GO:0050909	GO:0016021
N_10939._tr|B4QUD5|B4QUD5_DROSI	GO:0016757
N_10940._tr|E3UYQ4|E3UYQ4_DROSI	
N_10941._tr|B4Q8B3|B4Q8B3_DROSI	GO:0003735	GO:0006412	GO:0005840
N_10942._tr|Q2UYU3|Q2UYU3_DROSI	
N_10943._tr|A2TDT5|A2TDT5_DROSI	GO:0006123	GO:0005751
N_10944._tr|A0A0J9RY25|A0A0J9RY25_DROSI	
N_10945._tr|A0A0J9TQ58|A0A0J9TQ58_DROSI	GO:0005509	GO:0005509	GO:0005509
N_10946._tr|B4QBG7|B4QBG7_DROSI	GO:0005085
N_10947._tr|B4R693|B4R693_DROSI	
N_10948._tr|A0A0J9R429|A0A0J9R429_DROSI	GO:0008080	GO:0016747	GO:0008080
N_10949._tr|A0A0J9TEE7|A0A0J9TEE7_DROSI	GO:0005634
N_10950._tr|B4Q4X8|B4Q4X8_DROSI	GO:0008146
N_10951._tr|A0A0J9S1T2|A0A0J9S1T2_DROSI	GO:0051537	GO:0016491	GO:0008203
N_10952._tr|B4QVZ2|B4QVZ2_DROSI	GO:0005515	GO:0016787
N_10953._tr|B4QMX2|B4QMX2_DROSI	
N_10954._sp|B4QYZ3|UFL1_DROSI	GO:0061666	GO:0071569
N_10955._tr|A0A3Q7YNE9|A0A3Q7YNE9_DROSI	
N_10956._tr|B4Q9P1|B4Q9P1_DROSI	GO:0004867
N_10957._tr|A0A0J9RHN2|A0A0J9RHN2_DROSI	
N_10958._tr|B4QFD8|B4QFD8_DROSI	
N_10959._tr|B4QDN0|B4QDN0_DROSI	
N_10960._tr|B4R6R7|B4R6R7_DROSI	GO:0006364	GO:0032040
N_10961._tr|B4NSQ2|B4NSQ2_DROSI	
N_10962._tr|A0A0J9TZ56|A0A0J9TZ56_DROSI	GO:0004725	GO:0006470	GO:0008138	GO:0016311
N_10963._tr|A0A0J9R9X6|A0A0J9R9X6_DROSI	GO:0006811	GO:0016021	GO:0005230	GO:0006811	GO:0016021
N_10964._tr|A0A0J9S1P8|A0A0J9S1P8_DROSI	
N_10965._tr|B4Q6P0|B4Q6P0_DROSI	
N_10966._tr|A0A0J9TJC3|A0A0J9TJC3_DROSI	
N_10967._tr|B4QDH6|B4QDH6_DROSI	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_10968._tr|A0A0J9RN34|A0A0J9RN34_DROSI	GO:0005509	GO:0005509	GO:0005509
N_10969._tr|A0A0J9QYP1|A0A0J9QYP1_DROSI	
N_10970._tr|B4QCZ0|B4QCZ0_DROSI	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_10971._tr|A0A0J9RG18|A0A0J9RG18_DROSI	GO:0046872	GO:0005515
N_10972._tr|K4MJV3|K4MJV3_DROSI	GO:0003700	GO:0008270	GO:0043565	GO:0006355
N_10973._tr|B4Q314|B4Q314_DROSI	GO:0008270	GO:0046872
N_10974._tr|B4QJ12|B4QJ12_DROSI	GO:0008289	GO:0006869	GO:0042157	GO:0005576
N_10975._tr|Q2I2I8|Q2I2I8_DROSI	GO:0003677	GO:0003700	GO:0006355
N_10976._tr|Q1WKZ2|Q1WKZ2_DROSI	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_10977._tr|A0A0J9RDR5|A0A0J9RDR5_DROSI	
N_10978._tr|B4QWL8|B4QWL8_DROSI	GO:0003723	GO:0003723
N_10979._tr|A0A0J9QXM7|A0A0J9QXM7_DROSI	GO:0006820	GO:0016021	GO:0008509	GO:0006820	GO:0016021
N_10980._tr|Q7GHL1|Q7GHL1_DROSI	GO:0008137	GO:0006120
N_10981._tr|K7WPV6|K7WPV6_DROSI	
N_10982._tr|K7WKK8|K7WKK8_DROSI	GO:0005515	GO:0003676
N_10983._tr|B4QX49|B4QX49_DROSI	GO:0022857	GO:0055085	GO:0016021
N_10984._tr|B4R6J6|B4R6J6_DROSI	GO:0008324	GO:0006812
N_10985._tr|A0A0J9RA10|A0A0J9RA10_DROSI	GO:0005102	GO:0007275	GO:0016055	GO:0005576
N_10986._tr|B4NSV4|B4NSV4_DROSI	
N_10987._tr|A0A0J9RS87|A0A0J9RS87_DROSI	
N_10988._tr|B4QL18|B4QL18_DROSI	GO:0016021
N_10989._tr|B4QIH4|B4QIH4_DROSI	
N_10990._tr|A0A0J9RVL2|A0A0J9RVL2_DROSI	GO:0005515
N_10991._tr|B4Q3Q1|B4Q3Q1_DROSI	GO:0019843	GO:0006364
N_10992._tr|B4QPJ7|B4QPJ7_DROSI	
N_10993._tr|B4QG56|B4QG56_DROSI	
N_10994._tr|B4QCX7|B4QCX7_DROSI	GO:0006367	GO:0005672
N_10995._tr|B4QQ12|B4QQ12_DROSI	
N_10996._tr|B4QJ21|B4QJ21_DROSI	
N_10997._tr|A0A0J9RZ98|A0A0J9RZ98_DROSI	
N_10998._tr|B4QMM8|B4QMM8_DROSI	GO:0003735	GO:0006412	GO:0003735	GO:0006412	GO:0005840
N_10999._tr|Q1WKW5|Q1WKW5_DROSI	GO:0003677	GO:0005524	GO:0032508	GO:0005524
N_11000._tr|A0A0J9ULF3|A0A0J9ULF3_DROSI	GO:0003723
N_11001._tr|Q9GSU9|Q9GSU9_DROSI	GO:0005524	GO:0140662
N_11002._sp|Q24629|REF2P_DROSI	GO:0008270	GO:0005515
N_11003._tr|B4QDV4|B4QDV4_DROSI	
N_11004._tr|A0A0J9RHW5|A0A0J9RHW5_DROSI	GO:0016757	GO:0006486	GO:0016757
N_11005._tr|I7D306|I7D306_DROSI	GO:0015074
N_11006._tr|A0A0J9R0C5|A0A0J9R0C5_DROSI	GO:0006811	GO:0016021	GO:0005230	GO:0006811	GO:0016021
N_11007._tr|B4QLH5|B4QLH5_DROSI	
N_11008._tr|Q1G4V1|Q1G4V1_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_11009._tr|B4QQZ5|B4QQZ5_DROSI	
N_11010._tr|B4R075|B4R075_DROSI	GO:0008124	GO:0006729
N_11011._tr|B4QBI6|B4QBI6_DROSI	GO:0003924	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_11012._tr|A0A0J9QU25|A0A0J9QU25_DROSI	GO:0005515
N_11013._tr|B4QSE5|B4QSE5_DROSI	
N_11014._tr|B4QJF8|B4QJF8_DROSI	GO:0004383	GO:0006182	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468	GO:0009190	GO:0035556
N_11015._tr|A0A0J9RGH3|A0A0J9RGH3_DROSI	GO:0004525	GO:0006396	GO:0004525	GO:0006396	GO:0003676	GO:0005524	GO:0005515	GO:0003677	GO:0005524	GO:0016787
N_11016._tr|A0A0J9RXH6|A0A0J9RXH6_DROSI	
N_11017._tr|Q9BM88|Q9BM88_DROSI	
N_11018._tr|B4QCT1|B4QCT1_DROSI	
N_11019._tr|A0A0J9RDP4|A0A0J9RDP4_DROSI	
N_11020._tr|B4R716|B4R716_DROSI	GO:0003779
N_11021._tr|B4Q4V4|B4Q4V4_DROSI	
N_11022._tr|B4QLW0|B4QLW0_DROSI	GO:0005230	GO:0006811	GO:0016021
N_11023._tr|B4R5E8|B4R5E8_DROSI	GO:0003677	GO:0003916	GO:0006265
N_11024._tr|B4QX05|B4QX05_DROSI	
N_11025._tr|B4NSB9|B4NSB9_DROSI	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_11026._tr|B4QEA8|B4QEA8_DROSI	
N_11027._tr|A0A0J9RJL2|A0A0J9RJL2_DROSI	GO:0005515	GO:0005515	GO:0005515	GO:0006360	GO:0000120	GO:0005515
N_11028._tr|B4Q7H9|B4Q7H9_DROSI	GO:0006850	GO:0005743
N_11029._tr|A0A0J9R9X4|A0A0J9R9X4_DROSI	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_11030._tr|B4R0F4|B4R0F4_DROSI	GO:0005515
N_11031._tr|B4QBR3|B4QBR3_DROSI	GO:0005680
N_11032._tr|B4QAK6|B4QAK6_DROSI	
N_11033._tr|B4QFC7|B4QFC7_DROSI	GO:0003755	GO:0000413
N_11034._tr|A0A0J9RWG9|A0A0J9RWG9_DROSI	GO:0046872
N_11035._tr|A0A3Q7YPT2|A0A3Q7YPT2_DROSI	GO:0006813	GO:0006814	GO:0005890
N_11036._tr|B4QX82|B4QX82_DROSI	GO:0000166	GO:0004812	GO:0005524	GO:0006418
N_11037._tr|B4Q8E9|B4Q8E9_DROSI	GO:0016747
N_11038._tr|B4R5F3|B4R5F3_DROSI	GO:0003677
N_11039._tr|B4Q6J4|B4Q6J4_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_11040._tr|B4QYK6|B4QYK6_DROSI	
N_11041._tr|B4QMK4|B4QMK4_DROSI	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_11042._tr|A0A0J9RIA2|A0A0J9RIA2_DROSI	GO:0005515	GO:0005515
N_11043._tr|B4QIG9|B4QIG9_DROSI	GO:0003746	GO:0006414
N_11044._tr|A0A0J9RCZ5|A0A0J9RCZ5_DROSI	GO:0003677
N_11045._tr|Q8T8L7|Q8T8L7_DROSI	GO:0004367	GO:0005975	GO:0016616	GO:0051287	GO:0046168
N_11046._tr|B4Q4U7|B4Q4U7_DROSI	
N_11047._tr|A0A0J9RZM0|A0A0J9RZM0_DROSI	GO:0003723	GO:0003723	GO:0003723
N_11048._tr|B4QNQ2|B4QNQ2_DROSI	GO:0035556	GO:0043087
N_11049._tr|A0A0J9TQZ0|A0A0J9TQZ0_DROSI	GO:0005515	GO:0005515
N_11050._tr|B4QG26|B4QG26_DROSI	
N_11051._tr|B4Q4L5|B4Q4L5_DROSI	
N_11052._tr|Q867H4|Q867H4_DROSI	GO:0003677	GO:0003700	GO:0006355
N_11053._tr|B4QKI3|B4QKI3_DROSI	GO:0030414	GO:0005515	GO:0005515
N_11054._tr|B4R2L7|B4R2L7_DROSI	GO:0006270
N_11055._tr|A0A0J9RUW9|A0A0J9RUW9_DROSI	GO:0003777	GO:0005524	GO:0008017	GO:0007018	GO:0008017
N_11056._tr|B4QN50|B4QN50_DROSI	
N_11057._tr|B4NUJ5|B4NUJ5_DROSI	
N_11058._tr|A0A0J9QWL3|A0A0J9QWL3_DROSI	GO:0005515	GO:0005515	GO:0005085	GO:0007264
N_11059._tr|B4QRL9|B4QRL9_DROSI	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_11060._tr|A0A0J9R0D5|A0A0J9R0D5_DROSI	GO:0005515
N_11061._tr|B4NUQ0|B4NUQ0_DROSI	GO:0016758	GO:0006486	GO:0016020	GO:0016757	GO:0016020
N_11062._tr|B4R3R1|B4R3R1_DROSI	GO:0005515	GO:0003755	GO:0003755
N_11063._tr|B4R3Y5|B4R3Y5_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468	GO:0005515
N_11064._tr|B4R0L5|B4R0L5_DROSI	
N_11065._tr|B6UX42|B6UX42_DROSI	GO:0016787	GO:0004519	GO:0030145	GO:0006302	GO:0005634
N_11066._tr|B4QLB7|B4QLB7_DROSI	
N_11067._tr|B4QGP7|B4QGP7_DROSI	GO:0004252	GO:0006508
N_11068._tr|B4R267|B4R267_DROSI	GO:0004656	GO:0005783
N_11069._tr|Q6V675|Q6V675_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_11070._tr|B4R0D6|B4R0D6_DROSI	
N_11071._tr|A0A0J9R0Q5|A0A0J9R0Q5_DROSI	GO:0005245	GO:0070588	GO:0005891
N_11072._tr|B4QPB1|B4QPB1_DROSI	GO:0015276	GO:0016020
N_11073._tr|A0A0J9THT5|A0A0J9THT5_DROSI	GO:0005102	GO:0007275	GO:0016055	GO:0005576
N_11074._tr|B4QPK3|B4QPK3_DROSI	GO:0016298
N_11075._tr|B4QI47|B4QI47_DROSI	
N_11076._tr|B4QHU4|B4QHU4_DROSI	GO:0004252	GO:0006508
N_11077._sp|B2ZB99|DSK_DROSI	
N_11078._tr|A0A0J9TDE6|A0A0J9TDE6_DROSI	GO:0005509
N_11079._tr|B4QT23|B4QT23_DROSI	GO:0005515	GO:0005515	GO:0005515
N_11080._tr|B4Q9W8|B4Q9W8_DROSI	GO:0015078	GO:0015986	GO:0000276
N_11081._tr|B4NSJ8|B4NSJ8_DROSI	
N_11082._tr|A0A0J9TRE1|A0A0J9TRE1_DROSI	
N_11083._tr|B4Q481|B4Q481_DROSI	GO:0004222	GO:0006508	GO:0006508
N_11084._tr|B4Q5Y0|B4Q5Y0_DROSI	GO:0007155	GO:0016021
N_11085._tr|B4QH41|B4QH41_DROSI	GO:0005515	GO:0005515
N_11086._tr|B4QUJ7|B4QUJ7_DROSI	
N_11087._tr|A0A0J9RYJ5|A0A0J9RYJ5_DROSI	GO:0005509	GO:0016787	GO:0005509	GO:0005515	GO:0005509	GO:0005509	GO:0005509
N_11088._tr|A0A0J9S192|A0A0J9S192_DROSI	
N_11089._tr|D7F8J7|D7F8J7_DROSI	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_11090._tr|A0A0J9TSG3|A0A0J9TSG3_DROSI	GO:0005515
N_11091._tr|A0A0J9RE12|A0A0J9RE12_DROSI	
N_11092._tr|B4R507|B4R507_DROSI	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_11093._tr|A0A0J9RXS3|A0A0J9RXS3_DROSI	
N_11094._tr|Q4JJZ8|Q4JJZ8_DROSI	
N_11095._tr|B4Q780|B4Q780_DROSI	GO:0005515
N_11096._tr|B4QLR7|B4QLR7_DROSI	GO:0005524	GO:0006355	GO:0005634
N_11097._tr|A0A0J9UGJ0|A0A0J9UGJ0_DROSI	GO:0006355	GO:0046983	GO:0005515
N_11098._tr|A0A3Q7YPP1|A0A3Q7YPP1_DROSI	
N_11099._tr|B4R2B3|B4R2B3_DROSI	
N_11100._tr|B4Q5B8|B4Q5B8_DROSI	GO:0005525	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_11101._tr|B4NUH0|B4NUH0_DROSI	
N_11102._tr|A0A0J9RZF5|A0A0J9RZF5_DROSI	GO:0004016	GO:0006171	GO:0005886	GO:0009190	GO:0035556
N_11103._tr|A0A0J9RM62|A0A0J9RM62_DROSI	
N_11104._tr|B4QVM3|B4QVM3_DROSI	GO:0004842
N_11105._tr|A0A0J9U6Q3|A0A0J9U6Q3_DROSI	
N_11106._tr|B4R366|B4R366_DROSI	GO:0005515
N_11107._tr|D7FA15|D7FA15_DROSI	GO:0008527	GO:0050912	GO:0016021	GO:0050909	GO:0016021
N_11108._tr|B4QUV4|B4QUV4_DROSI	GO:0008270	GO:0005634
N_11109._tr|A0A0J9RTR7|A0A0J9RTR7_DROSI	GO:0007165
N_11110._tr|B4QBU9|B4QBU9_DROSI	
N_11111._tr|B4QIJ2|B4QIJ2_DROSI	GO:0043531
N_11112._tr|B4QBK7|B4QBK7_DROSI	GO:0016021
N_11113._tr|B4QX29|B4QX29_DROSI	GO:0004252	GO:0006508
N_11114._tr|Q6V6I8|Q6V6I8_DROSI	GO:0008745	GO:0009253
N_11115._tr|A0A0J9RFV0|A0A0J9RFV0_DROSI	
N_11116._tr|B4QX83|B4QX83_DROSI	GO:0046983
N_11117._tr|A0A0J9RI62|A0A0J9RI62_DROSI	
N_11118._tr|A0A0J9RTT8|A0A0J9RTT8_DROSI	GO:0004252	GO:0006508
N_11119._tr|B4R111|B4R111_DROSI	
N_11120._tr|A0A0J9RN31|A0A0J9RN31_DROSI	GO:0008200	GO:0019871	GO:0005576
N_11121._tr|A0A0J9QYW3|A0A0J9QYW3_DROSI	GO:0003677	GO:0006355
N_11122._tr|B4Q3N5|B4Q3N5_DROSI	
N_11123._tr|B4Q4C0|B4Q4C0_DROSI	
N_11124._tr|B4Q8G0|B4Q8G0_DROSI	
N_11125._tr|A0A0J9RGD6|A0A0J9RGD6_DROSI	GO:0016757	GO:0016021
N_11126._tr|A0A0J9UK27|A0A0J9UK27_DROSI	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_11127._tr|B4QUD1|B4QUD1_DROSI	GO:0016021
N_11128._tr|I7C5S3|I7C5S3_DROSI	GO:0015074
N_11129._tr|B4QT80|B4QT80_DROSI	
N_11130._tr|A0A0J9RJA5|A0A0J9RJA5_DROSI	
N_11131._tr|B4R0W9|B4R0W9_DROSI	GO:0004984	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0016021
N_11132._tr|B4NSP4|B4NSP4_DROSI	GO:0005524
N_11133._tr|A0A0J9RQV1|A0A0J9RQV1_DROSI	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_11134._tr|A0A0J9RXR6|A0A0J9RXR6_DROSI	GO:0046872
N_11135._tr|B4R5B0|B4R5B0_DROSI	GO:0004252	GO:0006508
N_11136._tr|A0A0J9RE40|A0A0J9RE40_DROSI	GO:0005515	GO:0002098	GO:0033588
N_11137._tr|A0A0J9UA20|A0A0J9UA20_DROSI	GO:0046872	GO:0008270
N_11138._tr|A0A0J9R9J4|A0A0J9R9J4_DROSI	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_11139._tr|A0A0J9QXF6|A0A0J9QXF6_DROSI	
N_11140._tr|A0A0J9RIX2|A0A0J9RIX2_DROSI	GO:0003676	GO:0008270
N_11141._tr|E5AJS7|E5AJS7_DROSI	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_11142._tr|B4QBY0|B4QBY0_DROSI	GO:0004674	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_11143._tr|B4R430|B4R430_DROSI	GO:0004984	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0016021
N_11144._tr|A0A0J9TGW3|A0A0J9TGW3_DROSI	GO:0008061	GO:0005576
N_11145._tr|Q5Y7S5|Q5Y7S5_DROSI	GO:0007349	GO:0005737	GO:0016020
N_11146._tr|A0A3S6A833|A0A3S6A833_DROSI	GO:0032040
N_11147._tr|B6UX05|B6UX05_DROSI	GO:0003677	GO:0003824	GO:0005524	GO:0006259	GO:0005694
N_11148._tr|A0A0J9U308|A0A0J9U308_DROSI	GO:0005515	GO:0005515	GO:0004222	GO:0006508
N_11149._tr|A0A0J9RPG7|A0A0J9RPG7_DROSI	GO:0005515
N_11150._tr|B4QEQ8|B4QEQ8_DROSI	GO:0005869
N_11151._tr|A0A0J9R3W1|A0A0J9R3W1_DROSI	GO:0005515
N_11152._tr|F6JG99|F6JG99_DROSI	
N_11153._tr|A0A0J9RG79|A0A0J9RG79_DROSI	
N_11154._tr|B4QH75|B4QH75_DROSI	GO:0007094
N_11155._tr|B4QJ97|B4QJ97_DROSI	
N_11156._tr|B4Q618|B4Q618_DROSI	GO:0016021
N_11157._tr|B4QS23|B4QS23_DROSI	GO:0003824
N_11158._tr|B4QZF2|B4QZF2_DROSI	
N_11159._tr|B4QCT7|B4QCT7_DROSI	GO:0016787
N_11160._tr|B4QDA3|B4QDA3_DROSI	GO:0006275
N_11161._tr|B4QZJ1|B4QZJ1_DROSI	GO:0004843	GO:0016579
N_11162._tr|B4QCP7|B4QCP7_DROSI	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_11163._tr|A0A0J9RAB1|A0A0J9RAB1_DROSI	GO:0016409
N_11164._tr|B4QL90|B4QL90_DROSI	
N_11165._tr|K7XHX4|K7XHX4_DROSI	GO:0003676	GO:0005524	GO:0004386
N_11166._tr|A0A0J9R4Q9|A0A0J9R4Q9_DROSI	GO:0004725	GO:0006470	GO:0008138	GO:0016311	GO:0005515	GO:0003993	GO:0046872	GO:0004721
N_11167._tr|B4QX03|B4QX03_DROSI	GO:0005515
N_11168._tr|A0A0J9RS37|A0A0J9RS37_DROSI	GO:0005515	GO:0005515	GO:0005515	GO:0005216	GO:0006811	GO:0055085	GO:0016020	GO:0005515	GO:0005515
N_11169._tr|B4QEV2|B4QEV2_DROSI	
N_11170._tr|B4QKH3|B4QKH3_DROSI	GO:0007219	GO:0007423
N_11171._tr|A0A0J9RJP4|A0A0J9RJP4_DROSI	GO:0042030	GO:0032780	GO:0005739
N_11172._tr|B4Q7B7|B4Q7B7_DROSI	GO:0008484
N_11173._tr|B4QQ18|B4QQ18_DROSI	
N_11174._tr|A0A0J9RG69|A0A0J9RG69_DROSI	GO:0003779	GO:0005198	GO:0005856
N_11175._tr|B4QTB2|B4QTB2_DROSI	
N_11176._tr|B4NV39|B4NV39_DROSI	
N_11177._tr|B4QNZ7|B4QNZ7_DROSI	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_11178._tr|Q6V6F0|Q6V6F0_DROSI	
N_11179._tr|B4Q778|B4Q778_DROSI	GO:0008270	GO:0008270	GO:0061630	GO:0097602	GO:0031145	GO:0005680
N_11180._tr|B4QR50|B4QR50_DROSI	GO:0015078	GO:0015986	GO:0000276
N_11181._tr|B4R5N9|B4R5N9_DROSI	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_11182._tr|A0A0J9RS82|A0A0J9RS82_DROSI	
N_11183._tr|A0A0J9RMC3|A0A0J9RMC3_DROSI	
N_11184._tr|B4QGK5|B4QGK5_DROSI	GO:0016628	GO:0016126	GO:0016020
N_11185._tr|A0A0J9RGG6|A0A0J9RGG6_DROSI	
N_11186._sp|P67805|GSTT1_DROSI	GO:0005515	GO:0006749	GO:0005515	GO:0006749	GO:0005515	GO:0006749
N_11187._tr|B4QYU2|B4QYU2_DROSI	
N_11188._tr|Q1G4V3|Q1G4V3_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_11189._tr|A0A0J9R645|A0A0J9R645_DROSI	GO:0007165
N_11190._tr|B4QHY8|B4QHY8_DROSI	
N_11191._tr|B4QCE3|B4QCE3_DROSI	GO:0005515	GO:0006749	GO:0005515	GO:0006749	GO:0005515	GO:0006749
N_11192._tr|A0A0J9RWP9|A0A0J9RWP9_DROSI	
N_11193._tr|B4NTT1|B4NTT1_DROSI	GO:0006355	GO:0006355
N_11194._tr|A4V9X4|A4V9X4_DROSI	
N_11195._tr|B4QSM7|B4QSM7_DROSI	GO:0005507	GO:0016641	GO:0016020	GO:0005044	GO:0016020
N_11196._tr|B4R137|B4R137_DROSI	GO:0005515	GO:0005515
N_11197._tr|B4R2W6|B4R2W6_DROSI	GO:0008061	GO:0005576
N_11198._tr|B4QLC1|B4QLC1_DROSI	GO:0003676	GO:0005524
N_11199._tr|B4QC65|B4QC65_DROSI	GO:0016787
N_11200._tr|B4Q4S4|B4Q4S4_DROSI	
N_11201._tr|F6JKQ1|F6JKQ1_DROSI	GO:0008270
N_11202._tr|A0A0J9TEB3|A0A0J9TEB3_DROSI	GO:0016787
N_11203._tr|A0A0J9RS28|A0A0J9RS28_DROSI	GO:0008061	GO:0005576
N_11204._tr|B4QZT3|B4QZT3_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004675	GO:0016020	GO:0004672	GO:0006468
N_11205._tr|A0A0J9U183|A0A0J9U183_DROSI	GO:0016020
N_11206._tr|B4R1K6|B4R1K6_DROSI	GO:0004252	GO:0006508
N_11207._tr|B4QEW2|B4QEW2_DROSI	
N_11208._tr|A0A0J9RFG3|A0A0J9RFG3_DROSI	GO:0005515
N_11209._tr|A0A0J9R288|A0A0J9R288_DROSI	
N_11210._tr|A0A0J9UR75|A0A0J9UR75_DROSI	GO:0005515
N_11211._tr|B4R3C0|B4R3C0_DROSI	GO:0004252	GO:0006508
N_11212._tr|B4QY41|B4QY41_DROSI	
N_11213._tr|A0A0J9S1G2|A0A0J9S1G2_DROSI	
N_11214._tr|A0A3Q7YID9|A0A3Q7YID9_DROSI	GO:0008083
N_11215._tr|B4QJY1|B4QJY1_DROSI	
N_11216._tr|B4Q9D3|B4Q9D3_DROSI	GO:0006629
N_11217._tr|B4Q418|B4Q418_DROSI	GO:0016020	GO:0140359	GO:0055085
N_11218._tr|B4QE88|B4QE88_DROSI	
N_11219._tr|A0A0J9RMB7|A0A0J9RMB7_DROSI	GO:0005515	GO:0006886	GO:0016192	GO:0005515
N_11220._tr|A0A3S6A6S2|A0A3S6A6S2_DROSI	GO:0005524	GO:0016887
N_11221._tr|Q3YMV5|Q3YMV5_DROSI	GO:0003779
N_11222._tr|B4Q9M2|B4Q9M2_DROSI	
N_11223._tr|A0A0J9R6B8|A0A0J9R6B8_DROSI	GO:0004222	GO:0006508
N_11224._tr|A0A0J9QXZ6|A0A0J9QXZ6_DROSI	GO:0005515	GO:0005515
N_11225._tr|A0A0J9R8B2|A0A0J9R8B2_DROSI	
N_11226._tr|Q6V1S4|Q6V1S4_DROSI	GO:0003677	GO:0003700	GO:0006355
N_11227._tr|A0A0J9RIA5|A0A0J9RIA5_DROSI	GO:0051260
N_11228._tr|A0A0J9THB2|A0A0J9THB2_DROSI	
N_11229._tr|B4QK10|B4QK10_DROSI	GO:0003676	GO:0005524
N_11230._tr|A0A3S6A4E5|A0A3S6A4E5_DROSI	
N_11231._tr|B4QQH8|B4QQH8_DROSI	
N_11232._tr|B4Q542|B4Q542_DROSI	GO:0005515	GO:0005515
N_11233._tr|A0A0J9RD06|A0A0J9RD06_DROSI	GO:0005815
N_11234._tr|A9YI08|A9YI08_DROSI	GO:0005643
N_11235._tr|B4R5K7|B4R5K7_DROSI	GO:0051536
N_11236._tr|A0A0J9TRP5|A0A0J9TRP5_DROSI	GO:0004725	GO:0006470	GO:0008138	GO:0016311	GO:0005515	GO:0003993	GO:0046872	GO:0004721	GO:0005515
N_11237._tr|A0A0J9REF5|A0A0J9REF5_DROSI	GO:0005515
N_11238._tr|Q9U6H8|Q9U6H8_DROSI	GO:0007165	GO:0007165
N_11239._tr|B4QWP9|B4QWP9_DROSI	
N_11240._tr|A0SVT0|A0SVT0_DROSI	GO:0003677
N_11241._tr|B4Q7E2|B4Q7E2_DROSI	GO:0008270	GO:0046872
N_11242._tr|B4QP92|B4QP92_DROSI	GO:0007155	GO:0042246	GO:0016021
N_11243._tr|A0A0J9RS42|A0A0J9RS42_DROSI	
N_11244._tr|A0A0J9R1U5|A0A0J9R1U5_DROSI	GO:0008270
N_11245._tr|A0A0J9URV9|A0A0J9URV9_DROSI	
N_11246._tr|A0A075BHZ9|A0A075BHZ9_DROSI	
N_11247._tr|A0A0J9S043|A0A0J9S043_DROSI	
N_11248._tr|A0A0J9RDD1|A0A0J9RDD1_DROSI	GO:0051262	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_11249._tr|B4QK54|B4QK54_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_11250._tr|Q6BCY9|Q6BCY9_DROSI	
N_11251._tr|B4QRF0|B4QRF0_DROSI	GO:0005509	GO:0007156	GO:0016020
N_11252._tr|A0A0J9RZG8|A0A0J9RZG8_DROSI	
N_11253._tr|B4QT71|B4QT71_DROSI	GO:0006811	GO:0016021	GO:0005230	GO:0006811	GO:0016021
N_11254._tr|A0A0J9U3K7|A0A0J9U3K7_DROSI	GO:0004421	GO:0006084	GO:0010142
