N_1._tr|B4JFW9|B4JFW9_DROGR	GO:0005509
N_5458._sp|B4JYJ2|CISD2_DROGR	GO:0051537	GO:0043231	GO:0051537	GO:0043231
N_5459._tr|B4JBI8|B4JBI8_DROGR	GO:0005515	GO:0005524	GO:0051276	GO:0005694	GO:0005524	GO:0016887
N_5460._tr|B4JYW9|B4JYW9_DROGR	GO:0003824
N_5461._tr|B4JEZ5|B4JEZ5_DROGR	
N_5462._tr|B4JM84|B4JM84_DROGR	GO:0004252	GO:0006508
N_5463._tr|B4JIG3|B4JIG3_DROGR	GO:0006887	GO:0005737
N_5464._tr|B4JJW2|B4JJW2_DROGR	GO:0031267	GO:0006886
N_5465._tr|B4JPY8|B4JPY8_DROGR	GO:0003677	GO:0003887	GO:0006260	GO:0009360	GO:0004386	GO:0005524	GO:0016887	GO:0009378	GO:0006281	GO:0006310	GO:0003677	GO:0005524	GO:0016787
N_5466._tr|B4JDL0|B4JDL0_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5467._tr|B4JL92|B4JL92_DROGR	
N_5468._tr|B4J140|B4J140_DROGR	
N_5469._tr|B4JNB8|B4JNB8_DROGR	
N_5470._tr|B4J8P2|B4J8P2_DROGR	GO:0005975	GO:0008061	GO:0005576
N_5471._tr|B4JQZ9|B4JQZ9_DROGR	
N_5472._tr|B4J2Z9|B4J2Z9_DROGR	GO:0004383	GO:0006182	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468	GO:0009190	GO:0035556
N_5473._tr|B4J011|B4J011_DROGR	GO:0003723
N_5474._tr|B4JIX8|B4JIX8_DROGR	GO:0005525
N_5475._tr|B4J8P3|B4J8P3_DROGR	
N_5476._tr|B4JPJ8|B4JPJ8_DROGR	GO:0005245	GO:0070588	GO:0005891
N_5477._tr|B4J2F1|B4J2F1_DROGR	
N_5478._tr|B4JGY1|B4JGY1_DROGR	
N_5479._tr|B4JCB7|B4JCB7_DROGR	GO:0030431	GO:0032222	GO:1903818
N_5480._tr|B4J5Y5|B4J5Y5_DROGR	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_5481._tr|B4JVH2|B4JVH2_DROGR	GO:0003676	GO:0005524	GO:0003676	GO:0004386
N_5482._tr|B4JHS9|B4JHS9_DROGR	GO:0019843	GO:0006364
N_5483._tr|B4IXW0|B4IXW0_DROGR	GO:0008745	GO:0009253
N_5484._tr|B4JDZ8|B4JDZ8_DROGR	
N_5485._tr|B4JL03|B4JL03_DROGR	
N_5486._tr|B4JH83|B4JH83_DROGR	
N_5487._tr|B4JFB5|B4JFB5_DROGR	GO:0008061	GO:0005576
N_5488._tr|B4J911|B4J911_DROGR	
N_5489._tr|B4IYT6|B4IYT6_DROGR	GO:0003712	GO:0006357	GO:0016592
N_5490._tr|B4JYR7|B4JYR7_DROGR	GO:0005515
N_5491._tr|B4IX13|B4IX13_DROGR	GO:0003777	GO:0005524	GO:0008017	GO:0007018	GO:0008017
N_5492._tr|B4JC12|B4JC12_DROGR	
N_5493._tr|B4IX43|B4IX43_DROGR	
N_5494._tr|B4YLM0|B4YLM0_DROGR	GO:0005524	GO:0008134	GO:0006355	GO:0005524	GO:0016887	GO:0005524	GO:0008569	GO:0007018	GO:0030286	GO:0005524	GO:0016887
N_5495._tr|B4JME1|B4JME1_DROGR	
N_5496._tr|B4K3L5|B4K3L5_DROGR	
N_5497._tr|B4JPE6|B4JPE6_DROGR	
N_5498._tr|B4JBW8|B4JBW8_DROGR	GO:0030431	GO:0032222	GO:1903818
N_5499._tr|B4JUS9|B4JUS9_DROGR	GO:0005515
N_5500._tr|B4JCG6|B4JCG6_DROGR	
N_5501._tr|B4J8A3|B4J8A3_DROGR	GO:0006511	GO:0019773	GO:0051603	GO:0005839
N_5502._tr|B4K3P2|B4K3P2_DROGR	GO:0004252	GO:0006508
N_5503._tr|B4JYD2|B4JYD2_DROGR	GO:0070006	GO:0006508
N_5504._tr|B4JPT1|B4JPT1_DROGR	
N_5505._tr|B4JAP4|B4JAP4_DROGR	
N_5506._tr|B4J9N4|B4J9N4_DROGR	GO:0005743	GO:0005751
N_5507._tr|B4JR51|B4JR51_DROGR	
N_5508._tr|B4K1L4|B4K1L4_DROGR	
N_5509._tr|B4JG22|B4JG22_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_5510._tr|B4J7C5|B4J7C5_DROGR	GO:0008146
N_5511._tr|B4JSR5|B4JSR5_DROGR	GO:0005975
N_5512._tr|B4IZM8|B4IZM8_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_5513._tr|B4K102|B4K102_DROGR	
N_5514._tr|B4J3J1|B4J3J1_DROGR	GO:0007034
N_5515._tr|B4JC67|B4JC67_DROGR	GO:0016788
N_5516._tr|B4JI11|B4JI11_DROGR	
N_5517._tr|B4J193|B4J193_DROGR	GO:0008146	GO:0016021
N_5518._tr|B4JJN0|B4JJN0_DROGR	
N_5519._tr|B4J076|B4J076_DROGR	GO:0004930	GO:0007186	GO:0016021
N_5520._tr|B4JZR2|B4JZR2_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5521._tr|B4J3R7|B4J3R7_DROGR	
N_5522._tr|B4J996|B4J996_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_5523._tr|B4JKI7|B4JKI7_DROGR	GO:0003924	GO:0005525
N_5524._sp|B4J913|TRET1_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_5525._tr|B4JAT9|B4JAT9_DROGR	
N_5526._tr|B4JP36|B4JP36_DROGR	
N_5527._tr|B4JYU9|B4JYU9_DROGR	
N_5528._tr|B4JI37|B4JI37_DROGR	GO:0005515	GO:0005515	GO:0005515	GO:0005216	GO:0006811	GO:0055085	GO:0016020	GO:0005515	GO:0005515
N_5529._tr|B4K175|B4K175_DROGR	GO:0004656	GO:0005783
N_5530._tr|B4J3L2|B4J3L2_DROGR	GO:0003723	GO:0003723
N_5531._tr|B4IYW6|B4IYW6_DROGR	GO:0019904
N_5532._tr|B4K298|B4K298_DROGR	GO:0004725	GO:0006470	GO:0008138	GO:0016311	GO:0004721
N_5533._tr|B4K357|B4K357_DROGR	GO:0005515
N_5534._tr|B4J7P5|B4J7P5_DROGR	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_5535._tr|B4JGT4|B4JGT4_DROGR	GO:0003677
N_5536._tr|B4JTR2|B4JTR2_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_5537._tr|B4K3Q1|B4K3Q1_DROGR	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_5538._tr|B4JFQ3|B4JFQ3_DROGR	
N_5539._tr|B4JG10|B4JG10_DROGR	GO:0004386	GO:0003676	GO:0005524	GO:0003677	GO:0005524	GO:0016787
N_5540._tr|B4JHC0|B4JHC0_DROGR	GO:0008484
N_5541._tr|B4J6R9|B4J6R9_DROGR	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_5542._tr|B4J7E8|B4J7E8_DROGR	GO:0004930	GO:0007186	GO:0016021
N_5543._tr|B4JUA5|B4JUA5_DROGR	GO:0003676	GO:0016787	GO:0046872
N_5544._tr|B4IZ63|B4IZ63_DROGR	GO:0000166	GO:0004812	GO:0005524	GO:0006418	GO:0004812	GO:0006418	GO:0000166	GO:0004812	GO:0005524	GO:0006418
N_5545._tr|B4J735|B4J735_DROGR	GO:0016787
N_5546._tr|B4JZF6|B4JZF6_DROGR	
N_5547._tr|B4JT53|B4JT53_DROGR	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_5548._tr|B4JQL6|B4JQL6_DROGR	
N_5549._tr|B4J8E4|B4J8E4_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5550._tr|B4JT76|B4JT76_DROGR	GO:0005515	GO:0005515	GO:0005515
N_5551._tr|B4JFC8|B4JFC8_DROGR	GO:0004252	GO:0006508
N_5552._tr|B4J7V9|B4J7V9_DROGR	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_5553._tr|B4JNL5|B4JNL5_DROGR	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_5554._tr|B4IZI9|B4IZI9_DROGR	GO:0003676	GO:0005524	GO:0003677	GO:0005524	GO:0016787
N_5555._tr|B4JIQ2|B4JIQ2_DROGR	
N_5556._tr|B4JNI2|B4JNI2_DROGR	
N_5557._tr|B4JY06|B4JY06_DROGR	GO:0005515	GO:0005515
N_5558._tr|B4JT85|B4JT85_DROGR	
N_5559._tr|B4JZ25|B4JZ25_DROGR	
N_5560._tr|B4J858|B4J858_DROGR	GO:0022857	GO:0055085
N_5561._tr|B4JTM3|B4JTM3_DROGR	GO:0005515
N_5562._tr|B4IZA9|B4IZA9_DROGR	GO:0008061	GO:0005576
N_5563._tr|B4J0F9|B4J0F9_DROGR	
N_5564._tr|B4JH67|B4JH67_DROGR	GO:0005525	GO:0003924	GO:0005525	GO:0005525
N_5565._tr|B4J102|B4J102_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5566._tr|B4JH35|B4JH35_DROGR	GO:0006465	GO:0005787	GO:0016021
N_5567._tr|B4JW07|B4JW07_DROGR	GO:0000009	GO:0004376	GO:0006506
N_5568._tr|B4JUB2|B4JUB2_DROGR	GO:0003712	GO:0006357	GO:0016592
N_5569._tr|B4JTC3|B4JTC3_DROGR	GO:0004984	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0016021
N_5570._tr|B4JUA2|B4JUA2_DROGR	GO:0004222	GO:0006508	GO:0006508
N_5571._tr|B4J685|B4J685_DROGR	GO:0016787
N_5572._tr|B4J2B8|B4J2B8_DROGR	GO:0004930
N_5573._tr|B4J4Y9|B4J4Y9_DROGR	
N_5574._tr|B4JT13|B4JT13_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004540	GO:0006397	GO:0004672	GO:0006468
N_5575._tr|B4JI95|B4JI95_DROGR	GO:0009922	GO:0016021
N_5576._tr|B4JUV9|B4JUV9_DROGR	GO:0005515
N_5577._tr|B4JQ05|B4JQ05_DROGR	GO:0003723	GO:0009982	GO:0001522	GO:0009451
N_5578._tr|B4JI56|B4JI56_DROGR	GO:0003690	GO:0006355
N_5579._tr|B4JYP0|B4JYP0_DROGR	
N_5580._tr|B4J0S6|B4J0S6_DROGR	GO:0016787
N_5581._tr|B4JVA7|B4JVA7_DROGR	GO:0016787
N_5582._tr|B4JAE9|B4JAE9_DROGR	
N_5583._tr|B4JB73|B4JB73_DROGR	
N_5584._tr|B4IYF8|B4IYF8_DROGR	GO:0003735	GO:0005763
N_5585._tr|B4JEV6|B4JEV6_DROGR	GO:0016592
N_5586._tr|B4JS80|B4JS80_DROGR	GO:0008061	GO:0005576
N_5587._tr|B4JS35|B4JS35_DROGR	
N_5588._tr|B4JVR8|B4JVR8_DROGR	GO:0005753
N_5589._tr|B4JBB2|B4JBB2_DROGR	GO:0003677
N_5590._tr|B4JLA4|B4JLA4_DROGR	
N_5591._tr|B4J793|B4J793_DROGR	GO:0005515	GO:0004842
N_5592._tr|B4JJK7|B4JJK7_DROGR	GO:0005515
N_5593._tr|B4J883|B4J883_DROGR	GO:0004143	GO:0007205	GO:0016301
N_5594._tr|B4IXV3|B4IXV3_DROGR	GO:0051287	GO:0004488	GO:0006813
N_5595._tr|B4JAZ2|B4JAZ2_DROGR	
N_5596._tr|B4JHP7|B4JHP7_DROGR	
N_5597._tr|B4K1D7|B4K1D7_DROGR	GO:0005375	GO:0035434	GO:0016021
N_5598._tr|B4K2F0|B4K2F0_DROGR	GO:0005507	GO:0016491	GO:0005507
N_5599._tr|B4J4D2|B4J4D2_DROGR	
N_5600._tr|B4JTN6|B4JTN6_DROGR	
N_5601._tr|B4JBN0|B4JBN0_DROGR	
N_5602._tr|B4JLN7|B4JLN7_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5603._sp|B4JJQ3|NNRE_DROGR	
N_5604._tr|B4JKD0|B4JKD0_DROGR	GO:0004852	GO:0033014
N_5605._tr|B4JSY9|B4JSY9_DROGR	GO:0008270	GO:0005634
N_5606._tr|B4JYA7|B4JYA7_DROGR	GO:0005524	GO:0016020
N_5607._tr|B4JKJ9|B4JKJ9_DROGR	GO:0006355	GO:0005515
N_5608._tr|B4JR74|B4JR74_DROGR	GO:0007165	GO:0005515
N_5609._tr|B4J9S3|B4J9S3_DROGR	
N_5610._tr|B4K2X5|B4K2X5_DROGR	
N_5611._tr|B4JZH4|B4JZH4_DROGR	GO:0006367	GO:0005634	GO:0000462	GO:0005730	GO:0030686	GO:0030688
N_5612._tr|B4JT92|B4JT92_DROGR	GO:0005524	GO:0016887	GO:0005524	GO:0016887	GO:0009378	GO:0006281	GO:0006310	GO:0005524	GO:0016887
N_5613._tr|B4JHG5|B4JHG5_DROGR	GO:0004930	GO:0007186	GO:0016021
N_5614._tr|B4IWN0|B4IWN0_DROGR	GO:0007165
N_5615._tr|B4J5M2|B4J5M2_DROGR	GO:0005524	GO:0030983	GO:0006298
N_5616._tr|B4JR58|B4JR58_DROGR	
N_5617._tr|B4JG53|B4JG53_DROGR	GO:0004332	GO:0006096
N_5618._tr|B4JDS8|B4JDS8_DROGR	GO:0016773	GO:0005975	GO:0016773	GO:0005975
N_5619._tr|B4K1K3|B4K1K3_DROGR	
N_5620._tr|B4JLA3|B4JLA3_DROGR	GO:0005515	GO:0004843	GO:0016579
N_5621._tr|B4JFU2|B4JFU2_DROGR	
N_5622._tr|B4JEZ9|B4JEZ9_DROGR	
N_5623._tr|B4IZW1|B4IZW1_DROGR	GO:0016757
N_5624._tr|B4J848|B4J848_DROGR	
N_5625._tr|B4J1L8|B4J1L8_DROGR	
N_5626._tr|B4JJ15|B4JJ15_DROGR	GO:0010756	GO:0005887
N_5627._tr|B4K2U0|B4K2U0_DROGR	GO:0005272	GO:0006814	GO:0016020
N_5628._tr|B4JJJ6|B4JJJ6_DROGR	GO:0008324	GO:0006812
N_5629._tr|B4JY03|B4JY03_DROGR	GO:0004181	GO:0008270	GO:0006508
N_5630._tr|B4JAP2|B4JAP2_DROGR	GO:0016747	GO:0008080	GO:0008080	GO:0008080
N_5631._tr|B4JDU4|B4JDU4_DROGR	GO:0005515	GO:0005515
N_5632._tr|B4JNF9|B4JNF9_DROGR	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0005525	GO:0005525	GO:0003924	GO:0005525
N_5633._tr|B4JDD2|B4JDD2_DROGR	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_5634._tr|B4IYZ9|B4IYZ9_DROGR	
N_5635._tr|B4JR21|B4JR21_DROGR	GO:0004674	GO:0005515	GO:0005515
N_5636._tr|B4JCW2|B4JCW2_DROGR	GO:0016021
N_5637._tr|B4IYX9|B4IYX9_DROGR	GO:0008527	GO:0050912	GO:0016021	GO:0050909	GO:0016021
N_5638._tr|B4J5V3|B4J5V3_DROGR	GO:0004252	GO:0006508
N_5639._tr|B4JWC2|B4JWC2_DROGR	
N_5640._tr|B4JFC3|B4JFC3_DROGR	GO:0004383	GO:0006182	GO:0020037	GO:0009190	GO:0035556
N_5641._tr|B4JVH0|B4JVH0_DROGR	
N_5642._tr|B4J6P9|B4J6P9_DROGR	GO:0006355	GO:0005667
N_5643._tr|B4J7H1|B4J7H1_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5644._tr|B4JNS5|B4JNS5_DROGR	
N_5645._tr|B4JGW0|B4JGW0_DROGR	GO:0004045
N_5646._tr|B4JML1|B4JML1_DROGR	
N_5647._tr|B4JCM0|B4JCM0_DROGR	
N_5648._tr|B4JSB1|B4JSB1_DROGR	
N_5649._tr|B4JGH2|B4JGH2_DROGR	GO:0022857	GO:0055085	GO:0016020
N_5650._tr|B4JUB6|B4JUB6_DROGR	GO:0005515	GO:0008270
N_5651._tr|B4JC30|B4JC30_DROGR	GO:0016757	GO:0016020
N_5652._tr|B4K383|B4K383_DROGR	GO:0003677	GO:0006334	GO:0000786
N_5653._tr|B4K0B8|B4K0B8_DROGR	GO:0046872
N_5654._tr|B4JW24|B4JW24_DROGR	GO:0005856	GO:0005509	GO:0005515	GO:0005509	GO:0005509	GO:0005509	GO:0008017
N_5655._tr|B4JEH5|B4JEH5_DROGR	GO:0009055	GO:0020037	GO:0009055	GO:0020037
N_5656._tr|B4K362|B4K362_DROGR	
N_5657._tr|B4IYJ7|B4IYJ7_DROGR	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_5658._tr|B4JLZ5|B4JLZ5_DROGR	GO:0005515
N_5659._tr|B4IZ42|B4IZ42_DROGR	GO:0003700	GO:0043565	GO:0006355
N_5660._tr|B4JIK0|B4JIK0_DROGR	
N_5661._tr|B4J7C8|B4J7C8_DROGR	GO:0003677
N_5662._tr|B4JSU2|B4JSU2_DROGR	
N_5663._tr|B4J4M1|B4J4M1_DROGR	
N_5664._tr|B4IYB5|B4IYB5_DROGR	
N_5665._tr|B4JYW0|B4JYW0_DROGR	GO:0046961	GO:0034220
N_5666._tr|B4JYR2|B4JYR2_DROGR	GO:0016791	GO:0003824	GO:0046872
N_5667._tr|B4JSA4|B4JSA4_DROGR	GO:0006886	GO:0017119
N_5668._tr|B4IY61|B4IY61_DROGR	GO:0005515	GO:0006886	GO:0016192	GO:0030117	GO:0005515	GO:0031267	GO:0006886
N_5669._tr|B4JV77|B4JV77_DROGR	GO:0016757
N_5670._tr|B4IXL7|B4IXL7_DROGR	GO:0005515
N_5671._tr|B4J901|B4J901_DROGR	
N_5672._tr|B4J0Z4|B4J0Z4_DROGR	
N_5673._tr|B4J1Y6|B4J1Y6_DROGR	GO:0007154	GO:0016020
N_5674._tr|B4JQ70|B4JQ70_DROGR	
N_5675._tr|B4JJK4|B4JJK4_DROGR	
N_5676._tr|B4JF07|B4JF07_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468	GO:0004674	GO:0005524
N_5677._tr|B4K2N2|B4K2N2_DROGR	
N_5678._tr|B4JRX6|B4JRX6_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468	GO:0005515
N_5679._tr|B4JGY3|B4JGY3_DROGR	GO:0008270	GO:0005634
N_5680._tr|B4JNE5|B4JNE5_DROGR	GO:0003677	GO:0003676	GO:0006367	GO:0005672
N_5681._tr|B4IYA3|B4IYA3_DROGR	
N_5682._tr|B4J1Q4|B4J1Q4_DROGR	
N_5683._tr|B4JEW7|B4JEW7_DROGR	GO:0033617	GO:0005743
N_5684._tr|B4J1W0|B4J1W0_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5685._tr|B4JWK9|B4JWK9_DROGR	GO:0050909	GO:0016021
N_5686._tr|B4JS20|B4JS20_DROGR	
N_5687._tr|B4IZ92|B4IZ92_DROGR	
N_5688._tr|B4IX28|B4IX28_DROGR	GO:0003723	GO:0009982	GO:0001522	GO:0009451
N_5689._tr|B4JVN2|B4JVN2_DROGR	GO:0003677
N_5690._tr|B4J0G3|B4J0G3_DROGR	
N_5691._tr|B4J4E9|B4J4E9_DROGR	GO:0003924	GO:0005525	GO:0005525	GO:0005525	GO:0005525
N_5692._tr|B4JFF0|B4JFF0_DROGR	GO:0005515	GO:0005856	GO:0007165
N_5693._tr|B4JB41|B4JB41_DROGR	
N_5694._tr|B4K1R1|B4K1R1_DROGR	GO:0004970	GO:0016020
N_5695._tr|B4JN37|B4JN37_DROGR	GO:0004649	GO:0006282
N_5696._tr|B4IYH2|B4IYH2_DROGR	GO:0051536
N_5697._tr|B4JTI4|B4JTI4_DROGR	GO:0005506	GO:0051536	GO:0016226
N_5698._tr|B4JIF8|B4JIF8_DROGR	
N_5699._tr|B4JCJ0|B4JCJ0_DROGR	
N_5700._tr|B4J1N9|B4J1N9_DROGR	
N_5701._tr|B4JZZ3|B4JZZ3_DROGR	
N_5702._tr|B4JY18|B4JY18_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5703._tr|B4JAU9|B4JAU9_DROGR	GO:0016021
N_5704._tr|B4JYF4|B4JYF4_DROGR	
N_5705._tr|B4J2E3|B4J2E3_DROGR	
N_5706._tr|B4JX23|B4JX23_DROGR	GO:0022900	GO:0005747
N_5707._tr|B4JUC6|B4JUC6_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5708._tr|B4JSH5|B4JSH5_DROGR	GO:0005515	GO:0070122	GO:0140492
N_5709._tr|B4JS62|B4JS62_DROGR	GO:0003677
N_5710._tr|B4IWZ3|B4IWZ3_DROGR	GO:0008061	GO:0005576
N_5711._tr|B4J5A9|B4J5A9_DROGR	GO:0008270	GO:0046872	GO:0008270	GO:0061630	GO:0097602	GO:0031145	GO:0005680
N_5712._tr|B4K471|B4K471_DROGR	
N_5713._tr|B4K0R1|B4K0R1_DROGR	GO:0061630	GO:0000209	GO:0008592
N_5714._tr|B4JP79|B4JP79_DROGR	GO:0005515	GO:0005198	GO:0006886	GO:0016192	GO:0030117
N_5715._tr|B4J6E1|B4J6E1_DROGR	
N_5716._tr|B4J632|B4J632_DROGR	GO:0003723	GO:0003723
N_5717._tr|B4J9R3|B4J9R3_DROGR	
N_5718._tr|B4JG98|B4JG98_DROGR	GO:0004674	GO:0005524	GO:0006468	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5719._tr|B4K329|B4K329_DROGR	GO:0003677
N_5720._tr|B4K1U1|B4K1U1_DROGR	GO:0016021
N_5721._tr|B4JSH4|B4JSH4_DROGR	GO:0016055	GO:0005515	GO:0008013	GO:0016055
N_5722._tr|B4J946|B4J946_DROGR	
N_5723._tr|B4J4M0|B4J4M0_DROGR	GO:0005515
N_5724._tr|B4JML3|B4JML3_DROGR	
N_5725._tr|B4JVM9|B4JVM9_DROGR	GO:0016757	GO:0016021
N_5726._tr|B4IXB8|B4IXB8_DROGR	
N_5727._tr|B4J4B4|B4J4B4_DROGR	GO:0005515
N_5728._tr|B4K451|B4K451_DROGR	GO:0004252	GO:0006508
N_5729._tr|B4JVV0|B4JVV0_DROGR	GO:0004252	GO:0006508
N_5730._tr|B4JMX1|B4JMX1_DROGR	GO:0003677
N_5731._tr|B4JQL7|B4JQL7_DROGR	GO:0003723	GO:0003723
N_5732._tr|B4J538|B4J538_DROGR	GO:0005509	GO:0005509	GO:0005509	GO:0005509	GO:0005509
N_5733._tr|B4JSJ8|B4JSJ8_DROGR	GO:0008270
N_5734._tr|B4JYT0|B4JYT0_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_5735._tr|B4JYJ4|B4JYJ4_DROGR	GO:0004843	GO:0016579
N_5736._tr|B4JX79|B4JX79_DROGR	
N_5737._tr|B4J7Z2|B4J7Z2_DROGR	
N_5738._tr|B4JKW2|B4JKW2_DROGR	GO:0005515	GO:0016779	GO:0009058
N_5739._tr|B4JUA1|B4JUA1_DROGR	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_5740._tr|B4JPH7|B4JPH7_DROGR	
N_5741._tr|B4JNE3|B4JNE3_DROGR	GO:0008270	GO:0005634
N_5742._tr|B4JYD7|B4JYD7_DROGR	
N_5743._tr|B4J0V6|B4J0V6_DROGR	GO:0004812	GO:0005524	GO:0043039
N_5744._tr|B4JCH5|B4JCH5_DROGR	
N_5745._tr|B4J852|B4J852_DROGR	GO:0005509	GO:0004143	GO:0007205	GO:0005509	GO:0016301	GO:0005509	GO:0005509
N_5746._tr|B4JLP2|B4JLP2_DROGR	GO:0007165
N_5747._tr|B4JF35|B4JF35_DROGR	
N_5748._tr|B4J2R2|B4J2R2_DROGR	
N_5749._tr|B4IYC1|B4IYC1_DROGR	GO:0005085	GO:0005515	GO:0005515	GO:0005515
N_5750._tr|B4JX48|B4JX48_DROGR	
N_5751._tr|B4J6V3|B4J6V3_DROGR	GO:0050909	GO:0016021	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_5752._tr|B4J1Q1|B4J1Q1_DROGR	
N_5753._tr|B4JCU9|B4JCU9_DROGR	GO:0003677	GO:0003918	GO:0005524	GO:0006265	GO:0003677	GO:0003918	GO:0005524	GO:0006265
N_5754._tr|B4K304|B4K304_DROGR	
N_5755._tr|B4JPK3|B4JPK3_DROGR	
N_5756._tr|B4JI77|B4JI77_DROGR	
N_5757._tr|B4J8Z0|B4J8Z0_DROGR	GO:0005783	GO:0016021
N_5758._tr|B4K0Q0|B4K0Q0_DROGR	
N_5759._tr|B4J6J2|B4J6J2_DROGR	GO:0016830	GO:0030170	GO:0019752
N_5760._tr|B4J3V9|B4J3V9_DROGR	GO:0005509	GO:0005509	GO:0005515	GO:0005509	GO:0005509	GO:0005509
N_5761._tr|B4JSP6|B4JSP6_DROGR	GO:0005515
N_5762._tr|B4K1P7|B4K1P7_DROGR	GO:0016491
N_5763._tr|B4JFT9|B4JFT9_DROGR	GO:0016491	GO:0016491	GO:0046872	GO:0016491
N_5764._tr|B4JCB5|B4JCB5_DROGR	
N_5765._tr|B4K230|B4K230_DROGR	
N_5766._tr|B4JVQ1|B4JVQ1_DROGR	GO:0005515	GO:0005515	GO:0005515
N_5767._tr|B4IZ82|B4IZ82_DROGR	GO:0016758	GO:0006486	GO:0016020
N_5768._tr|B4JWN3|B4JWN3_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_5769._tr|B4IZN9|B4IZN9_DROGR	
N_5770._tr|B4J955|B4J955_DROGR	GO:0003677	GO:0006355
N_5771._sp|B4J877|OST4_DROGR	
N_5772._tr|B4JM45|B4JM45_DROGR	
N_5773._tr|B4JID6|B4JID6_DROGR	GO:0004930	GO:0007186	GO:0016021
N_5774._tr|B4JAJ2|B4JAJ2_DROGR	GO:0046872
N_5775._tr|B4JWT7|B4JWT7_DROGR	GO:0005739	GO:0045277
N_5776._tr|B4J8C1|B4J8C1_DROGR	GO:0005549
N_5777._tr|B4IZA3|B4IZA3_DROGR	GO:0003777	GO:0005524	GO:0008017	GO:0007018	GO:0008017
N_5778._tr|B4JJP7|B4JJP7_DROGR	GO:0003700	GO:0006355
N_5779._tr|B4JZF7|B4JZF7_DROGR	
N_5780._tr|B4JB05|B4JB05_DROGR	GO:0051082	GO:0006457	GO:0016272
N_5781._tr|B4JDK3|B4JDK3_DROGR	GO:0070573	GO:0006508
N_5782._tr|B4JIK2|B4JIK2_DROGR	
N_5783._tr|B4JTP2|B4JTP2_DROGR	
N_5784._tr|B4JNU6|B4JNU6_DROGR	GO:0016787
N_5785._tr|B4JCI7|B4JCI7_DROGR	
N_5786._tr|B4JAU6|B4JAU6_DROGR	GO:0016298
N_5787._tr|B4J424|B4J424_DROGR	GO:0016491
N_5788._tr|B4JSG6|B4JSG6_DROGR	
N_5789._tr|B4JQ31|B4JQ31_DROGR	GO:0016020
N_5790._tr|B4JZ26|B4JZ26_DROGR	
N_5791._tr|B4J9Z0|B4J9Z0_DROGR	
N_5792._tr|B4K3R5|B4K3R5_DROGR	
N_5793._tr|B4JWF7|B4JWF7_DROGR	GO:0005515
N_5794._tr|B4JQL0|B4JQL0_DROGR	GO:0015299	GO:0006812	GO:0055085	GO:0016021
N_5795._tr|B4J7J2|B4J7J2_DROGR	GO:0003712	GO:0006357	GO:0016592
N_5796._tr|B4K300|B4K300_DROGR	GO:0016020
N_5797._tr|B4J7I2|B4J7I2_DROGR	
N_5798._tr|B4JTE8|B4JTE8_DROGR	GO:0005524	GO:0008134	GO:0006355	GO:0005524	GO:0016887	GO:0005524	GO:0005524	GO:0016887
